FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
1338;Ruisleipä, ruisrouheleipä perunainen, ruispalat;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
1340;Sekaleipä, siemenleipä, vesi, vehnäjauho, vehnärouhe, seesam/pellavansiemen;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1341;Sekaleipä, rouheleipä, vesi, vehnäjauho, ruis-, vehnärouhe, kaurahiutale;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1342;Ruisleipä, tumma täysjyväleipä vähäsuolainen;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
1343;Marja-raparperipiirakka, pehmeä;DISH;BAK;100;DISH;NONINGR;FRUBPAST;FRUDITOT
1344;Marjapiirakka, fruktoosilla makeutettu, pehmeä;DISH;BAK;100;DISH;NONINGR;FRUBPAST;FRUDITOT
1347;Joulutorttu, luumutäyte;DISH;BAK;100;DISH;NONINGR;FRUBPAST;FRUDITOT
1348;Mysli, hedelmäinen;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
1370;Riisi, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1372;Makaroni, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
1373;Pasta, spagetti, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
1374;Makaroni, tumma, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
1375;Ruis-riisiseos, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1376;Riisi, pitkäjyväinen, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1377;Täysjyväriisi, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1378;Riisi, luonnonriisi riisi-villiriisiseos, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1379;Riisi, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1389;Ruis-vehnä-perunataikina;DISH;BAK;100;DISH;NONINGR;CERPR;CEBAKTOT
1416;Ruisleipä, mallasleipä, saaristolaisleipä, rukiinen;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
1445;Täytetty leipä, patonki, tomaatti, paprika, juusto, salaatti, sipuli;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
1448;Tomaattisalsa;DISH;MIX;100;DISH;NONINGR;VEGSOUP;VEGDITOT
1450;Punaviinikastike;DISH;BOIL;100;DISH;NONINGR;FATSAUCE;FATTOT
1461;Juustosarvi, hiivataikina;DISH;BAK;100;DISH;NONINGR;SANDWICH;CEBAKTOT
1500;Ohravelli, maito, ohrajauho, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1501;Ohrapuuro, vesi, ohrajauho, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1502;Sekaleipä, ohraleipä, kevytmaito, hiivaleipä-, ohrajauho, kaurahiutale;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1503;Sekaleipä, rieska, peruna-ohra, vesi, ohrajauho, kotitekoinen;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1504;Ohravelli, maito, ohrasuurimo, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1505;Ohrapuuro, maito, ohrasuurimo, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1506;Ohrapuuro, vesi, ohrasuurimo, puolukka, sokeria, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1507;Sekaleipä, rieska, ohrasuurimo, piimä;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1509;Ohrapuuro, vesi, ohrahiutale, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1510;Ohrapuuro, maito, ohrahiutale, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1511;Kauravelli, vesi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1512;Kauravelli, maito, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1513;Kaurapuuro, vesi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1514;Kaurapuuro, kevytmaito, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1516;Luumukeitto, kaurahiutaleita;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1518;Luumu-kaurapuuro, vesi, sokeri, suola;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1520;Sekaleipä, kauraleipä, kevytmaito, vehnäjauho, kaurahiutale;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1521;Sekaleipä, kaurasämpylä, kevytmaito, hiivaleipäjauho, kaurahiutale;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1524;Keksi, kauralastu, sisältää vehnää;DISH;BAK;100;DISH;NONINGR;BISCUIT;CEBAKTOT
1526;Talkkunapuuro, vesi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1527;Talkkunapiimä, piimä, talkkunajauho;DISH;MIX;100;DISH;NONINGR;PORR;CEBAKTOT
1530;Raparperi-riisipuuro, vesi, sokeri;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1531;Omena-riisipuuro, vesi, sokeri;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1532;Aprikoosi-riisipuuro, vesi, sokeri;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1537;Riisi-kermajälkiruokapohja;DISH;MIX;100;DISH;NONINGR;MILKPUDD;MILKDTOT
1538;Luumu-riisijälkiruoka;DISH;MIX;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
1541;Hirssipuuro, vesi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1542;Hirssipuuro, maito, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1543;Tattarivelli, maito, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1544;Tattaripuuro, vesi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1545;Tattaripuuro, maito, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1546;Perunavelli, maito, perunasuurimo, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1547;Perunapuuro, maito, perunasuurimo, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1548;Maissivelli, maito, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1549;Vanukas, maissivanukas, kevytmaito;DISH;BAK;100;DISH;NONINGR;MILKPUDD;MILKDTOT
1552;Popcorn, ruokaöljy;DISH;FRIE;100;DISH;NONINGR;SNACK;MISCTOT
1554;Juustonaksu;FOOD;IND;100;CEROTH;CERTOT;SNACK;MISCTOT
1556;Sekaleipä, sämpylä, vesi, sämpyläjauho;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1559;Riisipuuro, maito, täysjyväriisi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1560;Riisi, pitkäjyväinen, lihaliemessä, keitetty;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1561;Kaurapuuro, vesi, suolaton;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1562;Vehnäpuuro, vesi, vehnähiutale, suolaton;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1563;Ruispuuro, vesi, ruishiutale, suolaton;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1564;Neljänviljanpuuro, vesi, suolaton;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1565;Riisipuuro, maito, riisihiutale, suolaton;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1566;Riisipuuro, vesi, riisihiutale, suolaton;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1567;Mannapuuro, maito, suolaton;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1568;Riisipuuro, maito, riisi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1569;Riisivelli, maito, riisi, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1571;Riisivelli, maito, riisihiutale, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1572;Riisivelli, vesi, riisihiutale, suolaa;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
1575;Hirssi, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1576;Tattari, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1577;Rouhe, vehnärouhe, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1578;Hirssi, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1579;Tattari, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1580;Rouhe, vehnärouhe, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
1582;Sekaleipä, rieska, ohra-peruna, vehnäjauho, maito;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
1860;Pasta, täytepasta, ravioli, pinaattitäyte, keitetty;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
2002;Peruna, paistettu;DISH;FRIE;100;DISH;NONINGR;POTAFAT;POTATOT
2005;Maitoperuna, kevytmaito;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
2009;Purjo-perunasosekeitto, vesi;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
2010;Salaatti, perunasalaatti, peruna, sipuli, ei majoneesia;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
2011;Perunalaatikko, perunasoselaatikko, munamaito, lihaton;DISH;BAK;100;DISH;NONINGR;POTACOOK;POTATOT
2012;Peruna-sipulilaatikko, kevytmaito;DISH;BAK;100;DISH;NONINGR;POTADISH;POTATOT
2021;Kermaperuna;DISH;BAK;100;DISH;NONINGR;POTAFAT;POTATOT
2022;Valkosipuliperuna;DISH;BAK;100;DISH;NONINGR;POTAFAT;POTATOT
2023;Perunasose, vesi, perunasosejauheesta;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
2024;Lohkoperuna;DISH;BAK;100;DISH;NONINGR;POTACOOK;POTATOT
2025;Ranskanperuna, uunissa kypsennetty;DISH;BAK;100;DISH;NONINGR;POTAFAT;POTATOT
2028;Peruna-pinaattisose;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
2029;Perunasose, kevytmaito;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
2030;Röstiperuna;DISH;FRIE;100;DISH;NONINGR;POTACOOK;POTATOT
2031;Juustoröstiperuna;DISH;FRIE;100;DISH;NONINGR;POTACOOK;POTATOT
2033;Peruna, kuorittu, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;POTACOOK;POTATOT
3000;Porkkana, paistettu;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
3001;Porkkanasurvos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3002;Porkkanamuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3003;Porkkanasosekeitto, vesi;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3004;Porkkanasosekeitto, maito;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3005;Porkkanalaatikko, kevytmaito;DISH;BOIL;100;DISH;NONINGR;VEGCASS;VEGDITOT
3006;Porkkanaohukainen, kevytmaito;DISH;FRIE;100;DISH;NONINGR;VEGDISH;VEGDITOT
3009;Lanttu, haudutettu;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
3010;Lanttusurvos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3014;Lanttupiirakka, lanttusurvos, ruiskuori;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
3015;Hapanlohko, nauris, peruna, kerma, ruisjauhot;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3016;Punajuuripihvi, kasvispihvi, paistettu;DISH;FRIE;100;DISH;NONINGR;VEGDISH;VEGDITOT
3017;Rosolli, ei kastiketta, ei silliä;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3021;Punajuurikeitto, kasviskeitto;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3022;Palsternakkamuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3023;Maa-artisokkakeitto, kerma;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3024;Sellerimuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3025;Mustajuurimuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3026;Peruna-kasvispata, porkkana, lanttu, kukkakaali;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3027;Ohukainen, kasvistäyte, kevytmaito;DISH;FRIE;100;DISH;NONINGR;VEGDISH;VEGDITOT
3030;Parsa, voisulaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3034;Munakoiso, paistettu;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
3040;Maissinjyvä, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3200;Kaali, valkokaali, paistettu;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
3201;Kaalikeitto, ruskistettu kaali, ei lihaa;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3202;Kaali-perunakeitto, ei lihaa;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3204;Hapankaali;DISH;CANN;100;DISH;NONINGR;VEGCANN;VEGDITOT
3206;Punakaalimuhennos, haudutettu punakaali;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3207;Kukkakaalisosekeitto, kerma;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3208;Kukkakaalimuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3209;Kukkakaali, kuorrutettu, kevytmaito, kukkakaaligratiini;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
3212;Parsakaalimuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3213;Ruusukaalikeitto, kerma;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3214;Kyssäkaalimuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3215;Pinaattikeitto;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3216;Pinaattimuhennos, kevytmaito;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3219;Pinaattiohukainen, kevytmaito;DISH;FRIE;100;DISH;NONINGR;VEGDISH;VEGDITOT
3222;Pinaatti-riisilaatikko, kevytmaito;DISH;BAK;100;DISH;NONINGR;VEGCASS;VEGDITOT
3224;Nokkosmuhennos, kevytmaito;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3230;Sipuli, paistettu;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
3231;Sipuli, paistettu, haudutettu, kasvisliemi, siirappi;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3232;Purjo, paistettu, haudutettu, kasvisliemi, siirappi;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3233;Sipulikeitto, juustokuorrutettu;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3234;Sipulimuhennos, kevytmaito;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3237;Hillosipulisäilyke;DISH;CANN;100;DISH;NONINGR;VEGCANN;VEGDITOT
3238;Kiisseli, raparperikeitto;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
3239;Parsakeitto, säilykeparsa;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3240;Sieni, paistettu;DISH;FRIE;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3241;Sienikeitto, kermaa;DISH;BOIL;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3242;Sienikastike/muhennos, kevytmaito, kerma;DISH;BOIL;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3245;Sienikastike, vesi, rasvasuurus;DISH;BOIL;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3246;Sieni-sipulihakkelus;DISH;MIX;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3247;Salaatti, sienisalaatti, kerma;DISH;MIX;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3249;Perunalaatikko, sieni-perunalaatikko, munamaito;DISH;BAK;100;DISH;NONINGR;VEGCASS;VEGDITOT
3250;Sieni-ohrasuurimolaatikko;DISH;BAK;100;DISH;NONINGR;VEGCASS;VEGDITOT
3253;Pannukakku, sienipannukakku;DISH;BAK;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3254;Sieni-juurespata, peruna, juurekset;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3255;Sieniohukainen, kevytmaito;DISH;FRIE;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3259;Herkkusienikeitto;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3260;Herkkusienimuhennos, kevytmaito;DISH;BOIL;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3264;Kurpitsamuhennos;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3265;Tomaattikeitto;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3266;Tomaatti, täytetty, sienitäyte, korppujauhoa;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
3267;Kesäkeitto;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3268;Kasvissosekeitto, maito;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3269;Sekavihannesmuhennos, kevytmaito;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3272;Juuressurvos, kevytmaito, vehnäjauhoa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3275;Vihannesmunavuoka;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
3276;Perunalaatikko, kasvislaatikko, keittojuurekset, kevytmaito;DISH;BAK;100;DISH;NONINGR;VEGCASS;VEGDITOT
3279;Risotto, kasvisrisotto;DISH;BOIL;100;DISH;NONINGR;VEGDISH;VEGDITOT
3280;Kasvispihvi/pyörykkä, paistettu;DISH;FRIE;100;DISH;NONINGR;VEGDISH;VEGDITOT
3282;Salaatti, porkkana-appelsiini, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3283;Salaatti, porkkana-ananas, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3284;Salaatti, porkkana-omena, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3285;Salaatti, porkkana-puolukka, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3286;Salaatti, porkkana-raejuusto, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3287;Salaatti, porkkana-kurpitsa, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3288;Salaatti, porkkana-lanttu, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3289;Salaatti, lanttu-rusina, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3290;Salaatti, lanttu-ananas, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3291;Salaatti, lanttu-appelsiini-rusina, raaste;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3292;Salaatti, punajuuri-omena;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3293;Salaatti, punajuuri-sieni-sipuli;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3295;Salaatti, kaali-puolukka;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3296;Salaatti, kaali-punajuuri;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3297;Salaatti, kaali-kurpitsa;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3298;Salaatti, kaali-ananas;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3299;Salaatti, kaali-kurkku-purjo;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3300;Salaatti, kaali-porkkana-appelsiini;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3301;Salaatti, kaali-omena-maustekurkku;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3302;Salaatti, kaali-herne-maissi-paprika;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3303;Salaatti, punakaali-ananas;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3305;Salaatti, punakaali-puolukka;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3306;Salaatti, punakaali-omena;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3307;Salaatti, lehtisalaatti-kurkku-tomaatti, vihersekasalaatti;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3308;Salaatti, tomaatti-sipuli;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3309;Salaatti, tomaatti-papu-sipuli;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3310;Salaatti, kiinankaali-ananas;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3311;Salaatti, kiinankaali-sipuli;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3312;Salaatti, kiinankaali-kurkku-tomaatti;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3313;Salaatti, kiinankaali-herne-maissi-paprika;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3314;Salaatti, raejuusto-herne-maissi-paprika;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3315;Salaatti, kiinankaali-kurkku-tomaatti, ranskalainen kastike;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3316;Salaatti, lehtisalaatti-kurkku-tomaatti, ranskalainen kastike;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3318;Salaatti, italiansalaatti, majoneesikastike;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
3319;Vihanneskeitto, vesi;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3320;Salaatti, majoneesisalaatti, majoneesikastike, keskiarvo;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
3321;Pussikeitto, tuotekeskiarvo;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3322;Kasviskastike, tomaattinen;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3323;Pestokastike, yrttikastike;DISH;MIX;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3324;Ratatouille, vihanneshöystö, kasvispata, kasvislisäke;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3325;Pyttipannu, kasvispyttipannu, sienet;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
3326;Lasagne, kasvislasagne;DISH;BAK;100;DISH;NONINGR;VEGCASS;VEGDITOT
3327;Moussaka, jauheliha-munakoisovuoka, sika-nauta;DISH;BAK;100;DISH;NONINGR;MINCMED;MEATDTOT
3328;Kylmä kastike, avokadokastike, guacamole;DISH;MASH;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3329;Ateriasalaatti, kreikkalainen, fetajuustosalaatti, öljykastike;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
3331;Sipulipiirakka, muropohja;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
3332;Feta-pinaattipiirakka, muropohja, kermaviili;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
3333;Ateriasalaatti, kreikkalainen, fetajuustosalaatti, ei kastiketta;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
3334;Herkkusieni, paistettu;DISH;FRIE;100;DISH;NONINGR;MUSHRDI;VEGDITOT
3336;Kasviskastike, tomaattinen, papuja, kasviksia;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3337;Salaatti, perunasalaatti, majoneesikastike;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
3341;Porkkana, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3342;Kukkakaali, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3343;Parsakaali, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3344;Ruusukaali, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3345;Sekavihannes, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3346;Kukkakaali, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3347;Parsakaali, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3348;Salaatti, jäävuorisalaatti, tomaatti, kurkku, ranskalainen kastike;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3349;Ruusukaali, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3350;Sekavihannes, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3351;Punajuuri, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3352;Porkkana, keitetty, suolaa ja öljyä;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3355;Juurespatee, porkkana, lanttu, peruna;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
3356;Lanttu, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
3360;Salaatti, salaattipöydän antimet, tavanomainen, keskiarvo;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
3365;Ateriasalaatti, juustosalaatti, kotijuusto, öljykastike;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
3368;Korvasienikeitto, kerma;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
3700;Pakastekasvissekoitus, herne-maissi-paprikasekoitus, keitetty;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
