FOODID;FOODUNIT;MASS
32076;PORTL;170,00
32077;PORTS;25,00
32077;PORTM;30,00
32077;PORTL;35,00
32078;PORTS;25,00
32078;PORTM;30,00
32078;PORTL;35,00
32079;DL;110,00
32079;RKL;20,00
32079;PORTM;80,00
32079;PORTS;20,00
32079;PORTL;170,00
32080;PORTL;250,00
32080;PORTM;125,00
32080;DL;100,00
32080;RKL;15,00
32080;TL;5,00
32080;KPL_VALM;125,00
32080;PORTS;100,00
32081;PORTS;25,00
32081;PORTM;30,00
32081;PORTL;35,00
32082;DL;110,00
32082;RKL;20,00
32082;PORTM;80,00
32082;PORTS;20,00
32082;PORTL;170,00
32083;PORTL;40,00
32083;DL;50,00
32083;RKL;7,50
32083;TL;2,50
32083;PORTS;12,00
32083;PORTM;25,00
32084;PORTL;250,00
32084;PORTM;200,00
32084;PORTS;150,00
32084;DL;100,00
32084;RKL;15,00
32084;TL;5,00
32085;PORTS;150,00
32085;PORTM;200,00
32085;PORTL;250,00
32085;DL;100,00
32085;RKL;15,00
32085;TL;5,00
32086;KPL_VALM;40,00
32086;PORTS;40,00
32086;PORTM;80,00
32086;PORTL;200,00
32087;PORTS;25,00
32087;PORTM;30,00
32087;PORTL;35,00
32088;PORTL;250,00
32088;PORTM;200,00
32088;PORTS;150,00
32088;DL;100,00
32088;RKL;15,00
32088;TL;5,00
32088;KPL_VALM;200,00
32092;KPL_VALM;55,00
32092;PORTS;60,00
32092;PORTM;120,00
32092;PORTL;180,00
32093;PORTS;25,00
32093;PORTM;30,00
32093;PORTL;35,00
32094;KPL_VALM;125,00
32094;PORTS;62,50
32094;PORTM;125,00
32094;PORTL;250,00
32095;PORTS;25,00
32095;PORTM;30,00
32095;PORTL;35,00
32096;KPL_VALM;149,00
32096;PORTS;75,00
32096;PORTM;149,00
32096;PORTL;300,00
32097;KPL_VALM;235,00
32097;PORTS;120,00
32097;PORTM;235,00
32097;PORTL;350,00
32098;PORTS;25,00
32098;PORTM;30,00
32098;PORTL;35,00
32100;KPL_VALM;63,50
32100;PORTS;60,00
32100;PORTM;120,00
32100;PORTL;180,00
32101;TL;4,50
32101;DL;95,00
32101;RKL;14,00
32101;PORTS;10,00
32101;PORTM;25,00
32101;PORTL;40,00
32103;KPL_VALM;106,00
32103;PORTS;53,00
32103;PORTM;106,00
32103;PORTL;212,00
32104;KPL_VALM;120,00
32104;PORTS;60,00
32104;PORTM;120,00
32104;PORTL;240,00
32106;KPL_VALM;195,00
32106;PORTS;100,00
32106;PORTM;200,00
32106;PORTL;300,00
32107;KPL_VALM;220,00
32107;PORTS;110,00
32107;PORTM;220,00
32107;PORTL;330,00
32108;KPL_VALM;18,00
32108;PORTS;90,00
32108;PORTM;135,00
32108;PORTL;200,00
32109;KPL_VALM;110,00
32109;PORTS;55,00
32109;PORTM;110,00
32109;PORTL;220,00
32110;KPL_VALM;115,00
32110;PORTS;60,00
32110;PORTM;120,00
32110;PORTL;180,00
32111;KPL_VALM;150,00
32111;PORTL;300,00
32111;PORTS;75,00
32111;PORTM;150,00
32112;KPL_VALM;100,00
32112;PORTS;50,00
32112;PORTM;100,00
32112;PORTL;200,00
32114;PORTS;35,00
32114;PORTM;70,00
32114;PORTL;140,00
32114;KPL_VALM;70,00
32115;KPL_VALM;200,00
32115;PORTM;200,00
32115;PORTL;400,00
32115;PORTS;100,00
32116;KPL_VALM;200,00
32116;PORTS;100,00
32116;PORTM;200,00
32116;PORTL;400,00
32118;PORTS;100,00
32118;KPL_VALM;200,00
32118;PORTM;200,00
32118;PORTL;400,00
32119;KPL_VALM;200,00
32119;PORTS;100,00
32119;PORTM;200,00
32119;PORTL;400,00
32120;KPL_VALM;200,00
32120;PORTS;100,00
32120;PORTM;200,00
32120;PORTL;400,00
32121;PORTS;100,00
32121;PORTM;150,00
32121;PORTL;225,00
32122;KPL_VALM;200,00
32122;PORTS;100,00
32122;PORTM;200,00
32122;PORTL;400,00
32123;KPL_VALM;200,00
32123;PORTS;100,00
32123;PORTM;200,00
32123;PORTL;400,00
32125;KPL_VALM;350,00
32125;PORTS;250,00
32125;PORTM;300,00
32125;PORTL;350,00
32126;DL;80,00
32126;PORTM;175,00
32126;PORTL;200,00
32126;PORTS;135,00
32127;DL;80,00
32127;PORTM;175,00
32127;PORTS;135,00
32127;PORTL;200,00
32128;PORTS;50,00
32128;PORTM;100,00
32128;PORTL;200,00
32128;KPL_VALM;100,00
32129;KPL_VALM;350,00
32129;PORTS;250,00
32129;PORTM;300,00
32129;PORTL;350,00
32130;KPL_VALM;55,00
32130;PORTS;100,00
32130;PORTM;150,00
32130;PORTL;225,00
32132;PORTS;25,00
32132;PORTM;30,00
32132;PORTL;35,00
32135;PORTS;25,00
32135;PORTM;30,00
32135;PORTL;35,00
32136;PORTM;125,00
32136;PORTL;250,00
32136;DL;100,00
32136;RKL;15,00
32136;TL;5,00
32136;KPL_VALM;125,00
32136;PORTS;100,00
32138;PORTS;250,00
32138;PORTM;300,00
32138;PORTL;350,00
32142;DL;100,00
32142;RKL;15,00
32142;TL;5,00
32142;PORTS;100,00
32142;PORTM;150,00
32142;PORTL;200,00
32144;KPL_M;15,00
32144;PORTS;100,00
32144;PORTM;150,00
32144;PORTL;200,00
32145;PORTS;150,00
32145;PORTM;200,00
32145;PORTL;250,00
32145;DL;100,00
32145;RKL;15,00
32145;TL;5,00
32146;KPL_M;60,00
32146;DL;50,00
32146;RKL;10,00
32146;PORTS;40,00
32146;PORTL;100,00
32146;PORTM;60,00
32147;DL;50,00
32147;RKL;10,00
32147;PORTS;25,00
32147;PORTL;65,00
32147;PORTM;45,00
32148;DL;100,00
32148;RKL;15,00
32148;PORTL;250,00
32148;PORTM;200,00
32148;PORTS;150,00
32149;KPL_M;60,00
32149;DL;50,00
32149;RKL;10,00
32149;PORTS;40,00
32149;PORTL;100,00
32149;PORTM;60,00
32150;DL;115,00
32150;RKL;17,00
32150;TL;5,50
32150;PORTS;60,00
32150;PORTM;120,00
32150;PORTL;200,00
32151;DL;100,00
32151;RKL;15,00
32151;PORTL;250,00
32151;PORTM;200,00
32151;PORTS;150,00
32152;DL;60,00
32152;PORTS;50,00
32152;PORTM;80,00
32152;PORTL;110,00
32153;PORTL;30,00
32153;PORTM;15,00
32153;PORTS;5,00
32154;PORTL;250,00
32154;PORTM;200,00
32154;PORTS;150,00
32154;DL;100,00
32154;RKL;15,00
32155;DL;60,00
32155;PORTS;50,00
32155;PORTM;80,00
32155;PORTL;110,00
32156;DL;60,00
32156;PORTS;50,00
32156;PORTM;80,00
32156;PORTL;110,00
32157;DL;60,00
32157;PORTS;50,00
32157;PORTM;80,00
32157;PORTL;110,00
32158;DL;60,00
32158;PORTS;50,00
32158;PORTM;80,00
32158;PORTL;110,00
32159;DL;60,00
32159;PORTS;50,00
32159;PORTM;80,00
32159;PORTL;110,00
32160;PORTS;150,00
32160;DL;100,00
32160;RKL;15,00
32160;PORTL;250,00
32160;PORTM;200,00
32161;DL;60,00
32161;PORTS;50,00
32161;PORTM;80,00
32161;PORTL;110,00
32162;DL;60,00
32162;PORTS;50,00
32162;PORTM;80,00
32162;PORTL;110,00
32163;PORTS;5,00
32163;PORTM;15,00
32163;PORTL;30,00
32164;PORTM;350,00
32164;PORTL;460,00
32164;PORTS;280,00
32165;DL;60,00
32165;PORTS;50,00
32165;PORTM;80,00
32165;PORTL;110,00
32166;DL;60,00
32166;PORTS;50,00
32166;PORTM;80,00
32166;PORTL;110,00
32167;DL;60,00
32167;PORTS;50,00
32167;PORTM;80,00
32167;PORTL;110,00
32168;DL;90,00
32168;RKL;13,50
32168;KPL_L;120,00
32168;PORTL;150,00
32168;PORTS;50,00
32168;PORTM;100,00
32169;PORTS;250,00
32169;PORTM;300,00
32169;PORTL;350,00
32170;DL;60,00
32170;PORTS;50,00
32170;PORTM;80,00
32170;PORTL;110,00
32171;DL;60,00
32171;PORTS;50,00
32171;PORTM;80,00
32171;PORTL;110,00
32172;PORTL;250,00
32172;PORTM;200,00
32172;PORTS;150,00
32172;DL;100,00
32172;RKL;15,00
32172;TL;5,00
32173;DL;60,00
32173;PORTM;80,00
32173;PORTL;110,00
32173;PORTS;50,00
32174;DL;100,00
32174;PORTS;200,00
32174;PORTL;400,00
32174;PORTM;300,00
32175;PORTS;5,00
32175;PORTM;15,00
32175;PORTL;30,00
32176;DL;100,00
32176;RKL;15,00
32176;PORTL;150,00
32176;PORTS;50,00
32176;PORTM;100,00
32177;DL;95,00
32177;RKL;14,00
32177;TL;4,50
32177;PORTS;10,00
32177;PORTM;25,00
32177;PORTL;40,00
32178;DL;95,00
32178;RKL;14,00
32178;TL;4,50
32178;PORTS;10,00
32178;PORTM;25,00
32178;PORTL;40,00
32179;DL;95,00
32179;RKL;14,00
32179;TL;4,50
32179;PORTS;10,00
32179;PORTM;25,00
32179;PORTL;40,00
32181;DL;100,00
32181;RKL;15,00
32181;TL;5,00
32181;PORTS;60,00
32181;PORTM;120,00
32181;PORTL;200,00
32186;DL;60,00
32186;PORTS;50,00
32186;PORTM;80,00
32186;PORTL;110,00
32189;DL;100,00
32189;RKL;15,00
32189;TL;5,00
32189;PORTS;150,00
32189;PORTM;200,00
32189;PORTL;250,00
32191;PORTS;60,00
32191;PORTM;150,00
32191;PORTL;210,00
32191;KPL_M;30,00
32191;KPL_L;40,00
32193;DL;100,00
32193;RKL;15,00
32193;TL;5,00
32193;PORTL;250,00
32193;PORTM;200,00
32193;PORTS;150,00
32194;KPL_M;30,00
32194;PORTS;30,00
32194;PORTM;60,00
32194;PORTL;90,00
32195;KPL_VALM;30,00
32195;PORTS;60,00
32195;PORTM;150,00
32195;PORTL;210,00
32195;KPL_M;30,00
32195;KPL_L;40,00
32196;KPL_M;16,00
32196;PORTS;32,00
32196;PORTM;64,00
32196;PORTL;128,00
32197;KPL_VALM;28,00
32197;PORTS;60,00
32197;PORTM;150,00
32197;PORTL;210,00
32197;KPL_M;30,00
32197;KPL_L;40,00
32198;KPL_S;8,00
32198;KPL_M;12,00
32198;KPL_L;15,00
32198;KPL_VALM;8,00
32198;PORTS;4,00
32198;PORTM;12,00
32198;PORTL;20,00
32199;DL;100,00
32199;RKL;15,00
32199;PORTS;200,00
32199;PORTM;350,00
32199;PORTL;400,00
32201;DL;100,00
32201;RKL;15,00
32201;TL;5,00
32201;PORTL;250,00
32201;PORTM;200,00
32201;PORTS;150,00
32202;KPL_M;2,00
32202;DL;50,00
32202;PORTS;50,00
32202;PORTM;75,00
32202;PORTL;100,00
32203;PORTS;100,00
32203;PORTM;160,00
32203;PORTL;215,00
32204;PORTS;100,00
32204;PORTM;160,00
32204;PORTL;215,00
32205;PORTS;100,00
32205;PORTM;160,00
32205;PORTL;215,00
32206;PORTS;200,00
32206;PORTM;300,00
32206;PORTL;400,00
32208;PORTS;250,00
32208;PORTM;300,00
32208;PORTL;350,00
32209;PORTS;250,00
32209;PORTM;300,00
32209;PORTL;350,00
32211;PORTS;250,00
32211;PORTM;300,00
32211;PORTL;350,00
32212;PORTS;250,00
32212;PORTM;300,00
32212;PORTL;350,00
32214;PORTS;200,00
32214;PORTM;300,00
32214;PORTL;400,00
32217;KPL_VALM;25,00
32217;KPL_S;25,00
32217;PORTS;70,00
32217;PORTM;125,00
32217;PORTL;175,00
32218;KPL_VALM;25,00
32218;KPL_S;25,00
32218;PORTS;70,00
32218;PORTM;125,00
32218;PORTL;175,00
32224;PORTS;200,00
32224;PORTL;400,00
32224;PORTM;300,00
32225;PORTS;200,00
32225;PORTL;400,00
32225;PORTM;300,00
32228;PORTS;40,00
32228;PORTM;80,00
32228;PORTL;130,00
32229;PORTS;100,00
32229;PORTL;215,00
32229;PORTM;160,00
32230;PORTS;100,00
32230;PORTL;215,00
32230;PORTM;160,00
32231;PORTS;100,00
32231;PORTL;215,00
32231;PORTM;160,00
32232;PORTS;100,00
32232;PORTM;160,00
32232;PORTL;215,00
32233;DL;100,00
32233;RKL;15,00
32233;TL;5,00
32233;PORTS;100,00
32233;PORTM;180,00
32233;PORTL;250,00
32234;DL;100,00
32234;RKL;15,00
32234;TL;5,00
32234;PORTS;100,00
32234;PORTM;180,00
32234;PORTL;250,00
32236;DL;100,00
32236;RKL;15,00
32236;TL;5,00
32236;PORTL;250,00
32236;PORTS;100,00
32236;PORTM;180,00
32237;PORTM;160,00
32237;PORTS;100,00
32237;PORTL;215,00
32238;PORTM;160,00
32238;PORTL;215,00
32238;PORTS;100,00
32239;DL;100,00
32239;RKL;15,00
32239;TL;5,00
32239;PORTS;100,00
32239;PORTM;180,00
32239;PORTL;250,00
32240;PORTS;100,00
32240;PORTL;215,00
32240;PORTM;160,00
32241;DL;100,00
32241;RKL;15,00
32241;TL;5,00
32241;PORTS;100,00
32241;PORTM;180,00
32241;PORTL;250,00
32242;DL;100,00
32242;RKL;15,00
32242;TL;5,00
32242;PORTS;100,00
32242;PORTM;180,00
32242;PORTL;250,00
32243;DL;100,00
32243;RKL;15,00
32243;TL;5,00
32243;PORTS;100,00
32243;PORTM;180,00
32243;PORTL;250,00
32244;DL;100,00
32244;RKL;15,00
32244;TL;5,00
32244;PORTS;100,00
32244;PORTM;180,00
32244;PORTL;250,00
32245;DL;100,00
32245;RKL;15,00
32245;PORTS;100,00
32245;PORTM;180,00
32245;PORTL;250,00
32248;PORTS;100,00
32248;PORTL;215,00
32248;PORTM;160,00
32249;PORTS;100,00
32249;PORTL;215,00
32249;PORTM;160,00
32250;PORTS;100,00
32250;PORTL;215,00
32250;PORTM;160,00
32251;PORTM;160,00
32251;PORTL;215,00
32251;PORTS;100,00
32256;DL;90,00
32256;PORTS;20,00
32256;PORTM;80,00
32256;PORTL;170,00
32257;KPL_S;8,00
32257;KPL_M;12,00
32257;KPL_L;15,00
32257;KPL_VALM;7,80
32257;PORTS;4,00
32257;PORTM;12,00
32257;PORTL;20,00
32274;KPL_M;70,00
32274;KPL_L;100,00
32274;KPL_S;40,00
32274;PORTL;100,00
32274;PORTS;40,00
32274;PORTM;70,00
32278;KPL_S;50,00
32278;KPL_M;90,00
32278;KPL_L;130,00
32278;PORTS;80,00
32278;PORTM;120,00
32278;PORTL;160,00
32279;KPL_S;50,00
32279;KPL_M;90,00
32279;KPL_L;130,00
32279;PORTS;80,00
32279;PORTM;120,00
32279;PORTL;160,00
32280;KPL_S;50,00
32280;KPL_M;90,00
32280;KPL_L;130,00
32280;PORTS;80,00
32280;PORTM;120,00
32280;PORTL;160,00
32282;KPL_S;50,00
32282;KPL_M;90,00
32282;KPL_L;130,00
32282;PORTS;80,00
32282;PORTM;120,00
32282;PORTL;160,00
32283;KPL_S;50,00
32283;KPL_M;90,00
32283;KPL_L;130,00
32283;PORTS;80,00
32283;PORTM;120,00
32283;PORTL;160,00
32284;KPL_S;50,00
32284;KPL_M;90,00
32284;KPL_L;130,00
32284;PORTS;80,00
32284;PORTM;120,00
32284;PORTL;160,00
32301;TL;4,50
32301;DL;95,00
32301;RKL;14,00
32301;PORTS;3,00
32301;PORTM;6,00
32301;PORTL;10,00
32308;TL;4,50
32308;DL;95,00
32308;RKL;14,00
32308;PORTS;3,00
32308;PORTM;6,00
32308;PORTL;10,00
32316;KPL_S;50,00
32316;KPL_M;90,00
32316;KPL_L;130,00
32316;PORTS;80,00
32316;PORTL;160,00
32316;PORTM;120,00
32318;KPL_S;50,00
32318;KPL_M;90,00
32318;KPL_L;120,00
32318;PORTS;80,00
32318;PORTM;130,00
32318;PORTL;160,00
32319;KPL_S;50,00
32319;KPL_M;90,00
32319;PORTS;80,00
32319;PORTL;160,00
32319;KPL_L;130,00
32319;PORTM;120,00
32320;KPL_S;50,00
32320;KPL_M;90,00
32320;KPL_L;130,00
32320;PORTS;80,00
32320;PORTM;120,00
32320;PORTL;160,00
32321;KPL_S;50,00
32321;KPL_M;90,00
32321;KPL_L;130,00
32321;PORTS;80,00
32321;PORTM;120,00
32321;PORTL;160,00
32322;KPL_S;50,00
32322;KPL_M;90,00
32322;KPL_L;130,00
32322;PORTS;80,00
32322;PORTM;120,00
32322;PORTL;160,00
32323;KPL_S;50,00
32323;KPL_M;90,00
32323;KPL_L;130,00
32323;PORTS;80,00
32323;PORTM;120,00
32323;PORTL;160,00
32324;KPL_S;50,00
32324;KPL_M;90,00
32324;KPL_L;130,00
32324;PORTS;80,00
32324;PORTM;120,00
32324;PORTL;160,00
32325;KPL_S;50,00
32325;KPL_M;90,00
32325;KPL_L;130,00
32325;PORTS;80,00
32325;PORTM;120,00
32325;PORTL;160,00
32326;KPL_S;50,00
32326;KPL_M;90,00
32326;KPL_L;130,00
32326;PORTS;80,00
32326;PORTM;120,00
32326;PORTL;160,00
32327;KPL_S;50,00
32327;KPL_M;90,00
32327;KPL_L;130,00
32327;PORTS;80,00
32327;PORTM;120,00
32327;PORTL;160,00
32328;KPL_S;50,00
32328;KPL_M;90,00
32328;KPL_L;130,00
32328;PORTS;80,00
32328;PORTM;120,00
32328;PORTL;160,00
32329;KPL_S;50,00
32329;KPL_M;90,00
32329;KPL_L;130,00
32329;PORTS;80,00
32329;PORTM;120,00
32329;PORTL;160,00
32330;KPL_S;50,00
32330;KPL_M;90,00
32330;KPL_L;130,00
32330;PORTS;80,00
32330;PORTM;120,00
32330;PORTL;160,00
32331;PORTS;80,00
32331;PORTM;120,00
32331;PORTL;160,00
32332;KPL_S;50,00
32332;KPL_M;90,00
32332;KPL_L;130,00
32332;PORTS;80,00
32332;PORTM;120,00
32332;PORTL;160,00
32333;KPL_S;50,00
32333;KPL_M;90,00
32333;KPL_L;130,00
32333;PORTS;80,00
32333;PORTM;120,00
32333;PORTL;160,00
32335;KPL_S;50,00
32335;KPL_M;90,00
32335;KPL_L;130,00
32335;PORTS;80,00
32335;PORTM;120,00
32335;PORTL;160,00
32336;KPL_S;50,00
32336;KPL_M;90,00
32336;KPL_L;130,00
32336;PORTS;80,00
32336;PORTM;120,00
32336;PORTL;160,00
32338;PORTS;75,00
32338;PORTM;150,00
32338;PORTL;300,00
32341;TL;4,50
32341;DL;95,00
32341;RKL;14,00
32341;PORTL;10,00
32341;PORTM;6,00
32341;PORTS;3,00
32342;DL;95,00
32342;RKL;14,00
32342;PORTS;3,00
32342;PORTM;6,00
32342;PORTL;10,00
32342;TL;4,50
32343;TL;4,50
32343;DL;95,00
32343;RKL;14,00
32343;PORTS;3,00
32343;PORTM;6,00
32343;PORTL;10,00
32344;DL;95,00
32344;RKL;14,00
32344;PORTS;3,00
32344;PORTM;6,00
32344;PORTL;10,00
32348;DL;95,00
32348;RKL;14,00
32348;PORTS;3,00
32348;PORTM;6,00
32348;PORTL;10,00
32350;TL;4,50
32350;DL;95,00
32350;RKL;14,00
32350;PORTS;3,00
32350;PORTM;6,00
32350;PORTL;10,00
32354;TL;4,50
32354;DL;95,00
32354;RKL;14,00
32354;PORTS;3,00
32354;PORTM;6,00
32354;PORTL;10,00
32357;DL;95,00
32357;RKL;14,00
32357;PORTS;3,00
32357;PORTM;6,00
32357;PORTL;10,00
32360;TL;4,50
32360;DL;95,00
32360;RKL;14,00
32360;PORTS;3,00
32360;PORTM;6,00
32360;PORTL;10,00
32366;TL;4,50
32366;DL;95,00
32366;RKL;14,00
32366;PORTS;3,00
32366;PORTM;6,00
32366;PORTL;10,00
32367;DL;100,00
32367;RKL;15,00
32367;PORTL;270,00
32367;PORTM;170,00
32367;PORTS;100,00
32372;TL;4,50
32372;DL;95,00
32372;RKL;14,00
32372;PORTS;3,00
32372;PORTM;6,00
32372;PORTL;10,00
32374;TL;4,50
32374;DL;95,00
32374;RKL;14,00
32374;PORTS;3,00
32374;PORTM;6,00
32374;PORTL;10,00
32379;PORTS;250,00
32379;PORTM;300,00
32379;PORTL;350,00
32380;PORTS;250,00
32380;PORTM;300,00
32380;PORTL;350,00
32381;PORTS;5,00
32381;PORTM;15,00
32381;PORTL;30,00
32382;DL;100,00
32382;RKL;15,00
32382;TL;5,00
32382;PORTS;100,00
32382;PORTM;180,00
32382;PORTL;250,00
32383;DL;100,00
32383;RKL;15,00
32383;TL;5,00
32383;PORTS;100,00
32383;PORTM;180,00
32383;PORTL;250,00
32384;DL;100,00
32384;RKL;15,00
32384;TL;5,00
32384;KPL_VALM;400,00
32384;PORTS;50,00
32384;PORTM;100,00
32384;PORTL;150,00
32385;DL;85,00
32385;RKL;9,50
32385;TL;4,00
32385;PORTS;7,00
32385;PORTM;15,00
32385;PORTL;25,00
32386;DL;100,00
32386;RKL;15,00
32386;TL;5,00
32386;KPL_VALM;400,00
32386;PORTS;50,00
32386;PORTM;100,00
32386;PORTL;150,00
32397;DL;75,00
32397;PORTL;300,00
32397;PORTM;250,00
32397;PORTS;200,00
32398;PORTS;250,00
32398;PORTM;300,00
32398;PORTL;350,00
32401;PORTS;100,00
32401;PORTL;215,00
32401;PORTM;160,00
32403;PORTL;20,00
32403;KPL_S;13,00
32403;KPL_L;20,00
32403;KPL_M;16,00
32403;PORTS;5,00
32403;PORTM;10,00
32404;KPL_L;20,00
32404;KPL_S;13,00
32404;KPL_M;16,00
32404;PORTS;5,00
32404;PORTL;20,00
32404;PORTM;10,00
32405;DL;100,00
32405;RKL;15,00
32405;TL;5,00
32405;PORTS;40,00
32405;PORTL;200,00
32405;PORTM;100,00
32407;KPL_S;2,00
32407;KPL_M;6,00
32407;KPL_L;10,00
32407;PORTS;4,00
32407;PORTM;12,00
32407;PORTL;20,00
32409;KPL_S;8,00
32409;KPL_M;12,00
32409;KPL_L;15,00
32409;PORTS;4,00
32409;PORTM;12,00
32409;PORTL;20,00
32416;DL;100,00
32416;RKL;15,00
32416;TL;5,00
32416;PORTS;150,00
32416;PORTM;200,00
32416;PORTL;300,00
32417;DL;100,00
32417;RKL;15,00
32417;TL;5,00
32417;PORTS;150,00
32417;PORTM;200,00
32417;PORTL;300,00
32418;DL;100,00
32418;RKL;15,00
32418;TL;5,00
32418;PORTL;250,00
32418;PORTM;125,00
32418;PORTS;62,50
32422;DL;100,00
32422;RKL;15,00
32422;TL;5,00
32422;KPL_M;100,00
32422;PORTM;100,00
32422;PORTS;50,00
32422;PORTL;200,00
32423;KPL_M;100,00
32423;TL;5,00
32423;RKL;15,00
32423;DL;100,00
32423;PORTL;200,00
32423;PORTS;50,00
32423;PORTM;100,00
32424;KPL_M;100,00
32424;TL;5,00
32424;RKL;15,00
32424;DL;100,00
32424;PORTL;200,00
32424;PORTS;50,00
32424;PORTM;100,00
32431;TL;4,50
32431;DL;95,00
32431;RKL;14,00
32431;PORTS;3,00
32431;PORTM;6,00
32431;PORTL;10,00
32437;TL;4,50
32437;DL;95,00
32437;RKL;14,00
32437;PORTL;10,00
32437;PORTM;6,00
32437;PORTS;3,00
32438;DL;40,00
32438;RKL;6,00
32438;TL;3,00
32438;PORTS;12,00
32438;PORTM;25,00
32438;PORTL;40,00
32439;PORTM;30,00
32439;DL;50,00
32439;RKL;7,50
32439;TL;2,50
32439;PORTS;25,00
32439;PORTL;35,00
32440;PORTS;25,00
32440;PORTM;30,00
32440;TL;2,50
32440;RKL;7,50
32440;DL;50,00
32440;PORTL;35,00
32441;PORTM;30,00
32441;PORTS;25,00
32441;PORTL;35,00
32442;PORTS;25,00
32442;PORTM;30,00
32442;PORTL;35,00
32443;PORTS;25,00
32443;PORTM;30,00
32443;PORTL;35,00
32444;DL;40,00
32444;RKL;6,00
32444;TL;3,00
32444;PORTS;12,00
32444;PORTM;25,00
32444;PORTL;40,00
32445;PORTS;25,00
32445;PORTM;30,00
32445;PORTL;35,00
32446;PORTL;40,00
32446;PORTS;12,00
32446;DL;50,00
32446;RKL;7,50
32446;TL;2,50
32446;PORTM;25,00
32447;PORTS;12,00
32447;PORTL;40,00
32447;TL;2,50
32447;RKL;7,50
32447;DL;50,00
32447;PORTM;25,00
32449;KPL_M;30,00
32449;PORTS;30,00
32449;PORTM;60,00
32449;PORTL;120,00
32450;KPL_M;30,00
32450;PORTL;120,00
32450;PORTM;60,00
32450;PORTS;30,00
32451;KPL_M;30,00
32451;PORTL;120,00
32451;PORTM;60,00
32451;PORTS;30,00
32452;KPL_M;30,00
32452;PORTL;120,00
32452;PORTM;60,00
32452;PORTS;30,00
32454;PORTS;150,00
32454;PORTM;200,00
32454;PORTL;250,00
32455;KPL_S;195,00
32455;KPL_M;260,00
32455;PORTS;100,00
32455;PORTM;200,00
32455;PORTL;300,00
32456;KPL_M;300,00
32456;PORTM;300,00
32456;PORTS;150,00
32456;PORTL;450,00
32459;KPL_M;20,00
32459;PORTL;40,00
32459;PORTM;30,00
32459;PORTS;20,00
32460;KPL_M;20,00
32460;KPL_VALM;49,00
32460;PORTL;40,00
32460;PORTM;30,00
32460;PORTS;20,00
32461;KPL_M;20,00
32461;KPL_VALM;56,00
32461;PORTL;40,00
32461;PORTM;30,00
32461;PORTS;20,00
32462;KPL_M;20,00
32462;PORTS;20,00
32462;PORTM;30,00
32462;PORTL;40,00
32463;KPL_VALM;68,30
32463;PORTS;20,00
32463;PORTM;30,00
32463;PORTL;40,00
32464;RKL;10,00
32464;PORTM;50,00
32464;PORTS;20,00
32464;PORTL;100,00
32465;KPL_VALM;68,30
32465;PORTL;40,00
32465;PORTM;30,00
32465;PORTS;20,00
32466;PORTL;40,00
32466;PORTM;30,00
32466;PORTS;20,00
32467;KPL_M;30,00
32467;PORTL;40,00
32467;PORTM;30,00
32467;PORTS;20,00
32468;KPL_S;20,00
32468;KPL_M;30,00
32468;KPL_L;40,00
32468;PORTS;20,00
32468;PORTM;30,00
32468;PORTL;40,00
32469;KPL_M;20,00
32469;KPL_VALM;60,00
32469;PORTL;40,00
32469;PORTM;30,00
32469;PORTS;20,00
32470;KPL_M;35,00
32470;KPL_VALM;60,00
32470;PORTS;20,00
32470;PORTM;30,00
32470;PORTL;40,00
32471;KPL_VALM;36,00
32471;KPL_M;20,00
32471;PORTL;40,00
32471;PORTM;30,00
32471;PORTS;20,00
32472;KPL_M;20,00
32472;KPL_VALM;30,00
32472;PORTS;20,00
32472;PORTM;30,00
32472;PORTL;40,00
32473;KPL_VALM;100,00
32473;PORTS;50,00
32473;PORTM;100,00
32473;PORTL;200,00
32474;KPL_VALM;100,00
32474;PORTS;50,00
32474;PORTM;100,00
32474;PORTL;200,00
32477;KPL_VALM;90,00
32477;PORTS;45,00
32477;PORTM;90,00
32477;PORTL;180,00
32478;DL;100,00
32478;RKL;15,00
32478;TL;5,00
32478;KPL_VALM;400,00
32478;PORTS;50,00
32478;PORTM;100,00
32478;PORTL;150,00
32479;KPL_VALM;90,00
32479;PORTS;45,00
32479;PORTM;90,00
32479;PORTL;180,00
32480;DL;95,00
32480;RKL;14,00
32480;TL;4,50
32480;PORTS;10,00
32480;PORTM;25,00
32480;PORTL;40,00
32481;KPL_VALM;90,00
32481;PORTS;45,00
32481;PORTM;90,00
32481;PORTL;180,00
32482;DL;95,00
32482;RKL;14,00
32482;TL;4,50
32482;PORTS;10,00
32482;PORTM;25,00
32482;PORTL;40,00
32483;TL;4,50
32483;RKL;14,00
32483;DL;95,00
32483;PORTL;40,00
32483;PORTM;25,00
32483;PORTS;10,00
32485;TL;4,50
32485;RKL;14,00
32485;DL;95,00
32485;PORTL;40,00
32485;PORTM;25,00
32485;PORTS;10,00
32486;PORTL;250,00
32486;DL;100,00
32486;RKL;15,00
32486;PORTM;200,00
32486;PORTS;150,00
32487;PORTS;150,00
32487;PORTM;200,00
32487;PORTL;250,00
32487;RKL;15,00
32487;DL;100,00
32488;PORTL;400,00
32488;PORTM;300,00
32488;PORTS;200,00
32489;PORTS;200,00
32489;PORTM;300,00
32489;PORTL;400,00
32490;KPL_VALM;21,50
32490;PORTL;107,50
32490;PORTM;43,00
32490;PORTS;21,50
32492;KPL_VALM;35,00
32492;PORTS;25,00
32492;PORTM;35,00
32492;PORTL;105,00
