FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
7515;PAELLA BROILERIA, ÄYRIÄISIÄ;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
7516;LIHAKASTIKE, KIINALAINEN, HAPANIMELÄ;DISH;BOIL;100;DISH;NONINGR;MEATPOT;MEATDTOT
7517;KANAKASTIKE, KIINALAINEN, HAPANIMELÄ;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
7518;ATERIASALAATTI, BROILERISALAATTI, KASVISPITOINEN, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
7519;BROILERIPATA, LIHALIEMI, RUOANVALMISTUSKERMA, KASVIKSIA;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
7520;BROILERIKASTIKE, KASVIKSIA, LIHALIEMI, RANSKANKERMA;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
7521;BROILERIPYÖRYKKÄ;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
7522;BROILERI, KOKONAINEN NAHKOINEEN, ILMAN RASVALISÄÄ, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;POULTDI;MEATDTOT
7523;BROILERI, MARINOITU, NAHKOINEEN, UUNISSA;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
7525;BROILERI-KASVISWOKKI, TOMAATTISOSE, SOIJAKASTIKE;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
7529;BROILERI, RINTALEIKE, PAISTETTU NAHKOINEEN;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
7530;BROILERI, RINTAFILEE, PAISTETTU, NAHATON;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
7531;BROILERINLEIKE, LEIVITETTY;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
7535;KALKKUNAN RINTAFILEE, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
7536;KALKKUNAN RINTAFILEE, UUNISSA PAISTETTU;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
7537;BROILERI, KOIPI-REISI, NAHKOINEEN, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;POULTDI;MEATDTOT
7538;BROILERI-PASTAKEITTO, PAPUJA, PAPRIKAA, PURJOA, PORKKANAA;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
7540;BROILERINUGGETTI, FRITEERATTU, LAKTOOSITON;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
7545;BROILERI, RINTAFILEE, APPELSIINIKASTIKKEELLA;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
7549;BROILERIFILEE, UUNISSA;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
7600;NAKKI, KEITETTY;DISH;BOIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7601;NAKKI, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7602;NAKKI, PAISTETTU RASVASSA;DISH;FRIE;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7603;NAKKI-SEKAVIHANNESVUOKA;DISH;BAK;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7604;NAKKISTROGANOFF;DISH;BOIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7605;BORSSIKEITTO, NAKKI;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
7606;BORSSIKEITTO, NAUDAN PAISTI;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
7607;LENKKIMAKKARA, KEITETTY;DISH;BOIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7608;LENKKIMAKKARA, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7609;LENKKIMAKKARA, PAISTETTU RASVASSA;DISH;FRIE;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7610;RYYNIMAKKARA, PAISTETTU RASVASSA;DISH;FRIE;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7612;LENKKIMAKKARA, UUNISSA, JUUSTOA, SINAPPIA;DISH;BAK;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7613;MAKKARAKASTIKE, RUSKEA KASTIKE, LENKKIMAKKARA, RASVAA;DISH;BOIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7614;NAKKIKASTIKE, RUSKEA KASTIKE, RASVAA;DISH;BOIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7615;MAKKARAKEITTO;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
7616;NAKKIKEITTO, KEVYTNAKKI;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
7617;SISKONMAKKARAKEITTO;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
7618;MAKKARAPATA, LIHALIEMI, LENKKIMAKKARA, PERUNA, SEKAVIHANNEKSET;DISH;BOIL;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7619;RISOTTO, MAKKARA-KASVISRISOTTO, PERUSRISOTTO, LENKKIMAKKARA;DISH;BOIL;100;DISH;NONINGR;MEATCASS;MEATDTOT
7620;PERUNALAATIKKO, MAKKARA-PERUNASOSELAATIKKO, LENKKIMAKKARA, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;MEATCASS;MEATDTOT
7622;PYTTIPANNU, LENKKIMAKKARA, EI MUNAA;DISH;FRIE;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7623;MUNAKAS, TALONPOIKAISMUNAKAS, PERUNA, LENKKIMAKKARA, SIPULI;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
7624;MUNAKAS, MAKKARAMUNAKAS, LENKKIMAKKARA;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
7628;MUNA-KINKKUVUOKA;DISH;BAK;100;DISH;NONINGR;MEATCASS;MEATDTOT
7630;MUNAKAS, KINKKUMUNAKAS;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
7631;ATERIASALAATTI, ITALIANSALAATTI, EI MAJONEESIA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
7632;PERUNALAATIKKO, KINKKU-PERUNALAATIKKO, RUOANVALMISTUSKERMA;DISH;BAK;100;DISH;NONINGR;MEATCASS;MEATDTOT
7633;KINKKUKASTIKE, MAITO, RANSKANKERMA, KASVIKSIA, RUOANVALMISTUSRASVA KESKIARVO;DISH;BOIL;100;DISH;NONINGR;MEATPOT;MEATDTOT
7634;ATERIASALAATTI, MAKKARASALAATTI, MEETVURSTI, MAKARONI, KASVIKSET, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
7635;ATERIASALAATTI, KINKKUSALAATTI, PERUNA, MAKARONI, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
7641;LENKKIMAKKARA, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7643;NAKKI, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7647;RYYNIMAKKARA, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;SAUSDISH;MEATDTOT
7850;MAKSA, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7851;MAKSAPAISTI;DISH;BAK;100;DISH;NONINGR;OFFALDI;MEATDTOT
7852;MAKSAPIHVI, LEIVITETTY;DISH;FRIE;100;DISH;NONINGR;OFFALDI;MEATDTOT
7853;JAUHEMAKSAPIHVI, MAKSA, PERUNA, SIPULI;DISH;FRIE;100;DISH;NONINGR;OFFALDI;MEATDTOT
7854;PORONMAKSAPIHVI;DISH;FRIE;100;DISH;NONINGR;OFFALDI;MEATDTOT
7855;MAKSAKASTIKE, MAKSA KESKIARVO, RUOANVALMISTUSKERMAA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7856;MAKSAKASTIKE, BROILERINMAKSA, RUOANVALMISTUSKERMAA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7857;MAKSAKASTIKE, JAUHEMAKSAKASTIKE, RUSKEA KASTIKE, RASVAA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7863;MAKSAPATA, MAKSA, PERUNA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7865;MUNUAINEN, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7866;MUNUAINEN, PAISTETTU, VEHNÄJAUHOA;DISH;FRIE;100;DISH;NONINGR;OFFALDI;MEATDTOT
7867;MUNUAISKASTIKE, RUOANVALMISTUSKERMAA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7869;KIELI, NAUDAN, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
7871;VERIOHUKAINEN;DISH;FRIE;100;DISH;NONINGR;OFFALDI;MEATDTOT
7876;MAKSALAATIKKO, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;MEATCASS;MEATDTOT
8000;KALA, KESKIARVO, KEITETTY, SUOLAA;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
8001;LIPEÄKALA;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
8002;KALA, KESKIARVO, GRILLATTU/HIILLOSTETTU/PARILOITU;DISH;GRIL;100;DISH;NONINGR;FISH;FISHDTOT
8003;UUNIKALA, LEIVITETTY;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8004;UUNIHAUKI, TÄYTETTY, LUUMU, RIISI, MUNA, KORPPUJAUHO;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8005;UUNISILAKKA, SILAKKAFILEE, KERMA, KORPPUJAUHO;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8006;KALA, KESKIARVO, PAISTETTU, LEIVITETTY;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8007;SILAKKA, LEIVITETTY, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8008;MUIKKU, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8009;AHVEN, PAISTETTU, LEIVITETTY;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8010;HAUKI, PAISTETTU, LEIVITETTY;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8011;SIIKA, PAISTETTU, LEIVITETTY;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8012;LOHI, LEIVITETTY, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8013;KAMPELA, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8014;PAKASTEKALA, LEIVITETTY, PAISTETTU, SEITI;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8017;KALAPYÖRYKKÄ, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8018;KALAPYÖRYKKÄ, KEITETTY;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
8019;KALAMUREKE, MAITO;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8020;KALAKEITTO, TUORE KALA, MAITO;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8021;KALAKEITTO, PAKASTESEITI, KEVYTMAITO;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8022;KALAKEITTO, KIRKAS;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8023;KALAKEITTO, VENÄLÄINEN, SELJANKA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8024;KALAKEITTO, KESKIARVOKALA, PERUNA, KEITTOJUUREKSET, VESI;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8029;KALAKASTIKE, MADEMUHENNOS;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8030;PERUNALAATIKKO, SILAKKALAATIKKO, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8031;PERUNALAATIKKO, KALA-PERUNALAATIKKO, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8032;KALA-RIISILAATIKKO, KESKIARVOKALA, MUNAMAITO, KERMAA;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8033;PERUNALAATIKKO, JANSSONINKIUSAUS, RUOANVALMISTUSKERMA;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8034;MAKARONILAATIKKO, KALA-MAKARONILAATIKKO, KEVYTMAITO, KESKIARVO;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8035;KALA-PINAATTIVUOKA, SEITI, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8038;KALA-KASVISPAISTOS, TUORE KALA, MAITO, SEKAVIHANNEKSET, MUNA;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8039;KALA-PERUNAPATA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8041;TOMAATTISILAKKA;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8042;HOMBURGIN HAUKI, KERMASSA;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8043;UUNIKALA SEITI, VALKOKASTIKE, JUUSTO, KEVYTMAITO, KORPPUJAUHO;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8046;KALA-KASVISPAISTOS, SEITI, SEKAVIHANNEKSET, SULATEJUUSTO, MAITO;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8047;ATERIASALAATTI, TONNIKALASALAATTI, PERUNA, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8048;ATERIASALAATTI, SAVUKALASALAATTI, LEHTISALAATTI-MUNA, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8050;ATERIASALAATTI, SAVUKALASALAATTI, RUOHOSIPULI-PERUNA-PUNAJUURI, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8051;ATERIASALAATTI, SAVUKALASALAATTI, RAEJUUSTO-HERNE, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8053;ATERIASALAATTI, ÄYRIÄIS-HERKKUSIENI, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8060;KALAKEITTO, LOHIKEITTO, MAITO;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8062;KALAKEITTO, KIRJOLOHIKEITTO, MAITO;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8063;KIRJOLOHI, LEIVITETTY, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8064;SILAKKAPIHVI;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8065;ATERIASALAATTI, TONNIKALASALAATTI, RIISI, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8068;SILAKKA, KEITETTY;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
8069;KALAKASTIKE, TONNIKALAKASTIKE, LIHALIEMI, KERMA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8070;KALAKASTIKE, KATKARAPUKASTIKE, KERMAINEN;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
8071;ATERIASALAATTI, KATKARAPUSALAATTI, KERMAVIILIKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8072;KALAPIIRAKKA, MUROPOHJA, KERMAVIILI;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
8073;LASAGNE, LOHILASAGNE;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8074;KALA, KESKIARVO, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
8075;KALAPASTEIJA, TONNIKALA-, SAVUKALA-, LOHIPASTEIJA, PIIRAKKA;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
8077;KALAMUREKE, KERMAINEN;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8078;KIRJOLOHIFILEE, KERMAINEN, LEIVITETTY;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8088;KIRJOLOHIFILEE, LEIVITETTY, UUNISSA PAISTETTU;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8089;KIRJOLOHIFILEE, VÄHÄRASVAINEN, UUNISSA PAISTETTU;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8092;PERUNALAATIKKO, KALA-PERUNALAATIKKO, KIRJOLOHI, RUOKAKERMA;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
8093;ATERIASALAATTI, SAVUKALASALAATTI, PERUNA-OMENA-PURJO, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
8095;SMETANALOHI;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8096;KALA, KESKIARVO, FRITEERATTU;DISH;FRIE;100;DISH;NONINGR;FISHDOTH;FISHDTOT
8097;KALA-KASVISRUUKKU;DISH;BAK;100;DISH;NONINGR;FISHDOTH;FISHDTOT
8098;HAUDUTETTU KAMPELA, VOI;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
8100;JUUSTOSILAKAT, TUOREJUUSTO;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
8111;MUSTEKALA, FRITEERATTU;DISH;FRIE;100;DISH;NONINGR;FISHDOTH;FISHDTOT
8500;KANANMUNA, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
8501;KANANMUNAN KELTUAINEN, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
8502;KANANMUNAN VALKUAINEN, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
8503;MUNAKAS, RANSKALAINEN, TÄYTTEETÖN;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
8504;MUNAKAS, JUUSTOMUNAKAS;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
8505;MUNAKAS, PINAATTIMUNAKAS;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
8506;MUNAKOKKELI, KEVYTMAITO;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
8509;MUNAVOI;DISH;MIX;100;DISH;NONINGR;EGGMIX;EGGDISH
8512;PINAATTI-MUNALAATIKKO, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;EGGMIX;EGGDISH
8513;KANANMUNA, KEITETTY;DISH;BOIL;100;DISH;NONINGR;EGGMIX;EGGDISH
8514;MUNAKASRULLA, LOHITÄYTE;DISH;BAK;100;DISH;NONINGR;EGGMIX;EGGDISH
8515;MUNAKASRULLA, KINKKUTÄYTE;DISH;BAK;100;DISH;NONINGR;EGGMIX;EGGDISH
11001;VAALEA JUURIKASVIS KESKIARVO;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
11002;TUMMANVIHREÄ LEHTIKASVIS KESKIARVO;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
11004;MÄTI KESKIARVO;FOOD;RAW;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
11005;NELJÄN VILJAN HIUTALE;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
11006;SEKALEIPÄ, RUISSIHTILEIPÄ, VESI, RUISSIHTI-, HIIVALEIPÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
11007;RUUSUNMARJA;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
11012;MANSIKKAHILLO, KOTITEKOINEN, SOKERIA 54 G/100 G;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
11013;APPELSIINIMARMELADI;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
11014;PALMUÖLJY;FOOD;IND;100;OIL;FATTOT;FATPROD;FATTOT
11030;JAUHO, RUISSIHTIJAUHO;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
11041;HERNEKEITTO, SÄILYKE, LAIMENTAMATON, SIANLIHA;DISH;CANN;100;DISH;NONINGR;MEATSOUP;MEATDTOT
11045;APPELSIINI, KUORITTU;FOOD;RAW;100;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
11046;MANDARIINI, KUORITTU;FOOD;RAW;100;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
11047;GREIPPI, KUORITTU;FOOD;RAW;100;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
11048;SITRUUNA, KUORITTU;FOOD;RAW;100;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
11049;BANAANI, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11050;KIIVI, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11051;PERSIKKA/NEKTARIINI, KUORITTU, KIVETÖN;FOOD;RAW;100;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
11052;KIRSIKKA, KIVETÖN;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11053;LUUMU, KIVETÖN;FOOD;RAW;100;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
11054;APRIKOOSI, KESKIARVO, KIVETÖN;FOOD;RAW;100;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
11055;VESIMELONI, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11056;ANANAS, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11057;AVOKADO, KUORITTU, KIVETÖN;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11059;TONNIKALA KESKIARVO;FOOD;CANN;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
11060;OMENA, KOTIMAINEN, KUORITTU;FOOD;RAW;100;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
11061;OMENA, ULKOMAINEN, KUORITTU;FOOD;RAW;100;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
11062;PÄÄRYNÄ, KUORITTU;FOOD;RAW;100;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
11063;LUUMU, KIVETÖN, KUIVATTU;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
11064;HERKKUSIENI, SÄILYKE;FOOD;CANN;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
11065;RUUSUNMARJASOSE, SOKERITON;FOOD;FROZ;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
11067;TONNIKALA, VEDESSÄ;FOOD;CANN;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
11068;VANUKAS, MAITOVANUKAS, TEOLLINEN;DISH;IND;100;DISH;NONINGR;MILKPUDD;MILKDTOT
11069;VIINI, ALKOHOLITON;FOOD;IND;100;SDRINK;BEVTOT;WINE;ALCTOT
11070;HERNEKEITTO, SÄILYKE, LAIMENNETTU, SIANLIHA;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
11071;ERIKOISHEDELMÄ, EKSOOTTINEN, KESKIARVO, MANGO/PAPAIJA, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11074;ITU, SINIMAILASEN ITU;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
11086;PÄHKINÄ, CASHEWPÄHKINÄ;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
11089;KIKHERNE SUOLATTOMASSA VEDESSÄ, KAHVIHERNE;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGPOT;VEGDITOT
11090;PAPU, VALKOINEN, TOMAATTIKASTIKE;FOOD;CANN;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
11092;HERAJAUHE;FOOD;DRIE;100;MILKOTH;MILKTOT;INGRMISC;MISCTOT
11094;KARJALANPIIRAKKA, TEOLLINEN, TUMMA, LAKTOOSITON;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
11095;MUNKKI, LEIPOMO, VESI;DISH;FRIE;100;DISH;NONINGR;BUN;CEBAKTOT
11110;KASVISPIHVI/PYÖRYKKÄ, SISÄLTÄÄ SOIJAPROTEIINIA;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
11120;PULLA, KORVAPUUSTI, LEIPOMO, VESI;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
11123;PULLA, KESKIRASVAINEN, RASVATON MAITOJAUHE, LEIPOMO;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
11124;PULLA, RUNSASRASVAINEN, KEVYTMAITO, LEIPOMO;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
11126;SEKALEIPÄ, VESI, GRAHAM-, RUIS-, VEHNÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
11130;TUOREJUUSTO, RASVAA 6-11 %;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
11131;JUUSTO, VALKOHOME/VALKOSINIHOMEJUUSTO RASVAA 40%, VIT CASTELLO/BLÅ CASTELLO/SAGA;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
11132;TUOREJUUSTO-KASVIRASVAA, RASVAA 24-30 %;FOOD;IND;100;CHEESE;MILKTOT;VEGCHEES;MILKDTOT
11133;JUUSTO, PUOLIKOVA JUUSTO, RASVAA 15-18 %, KEVYT, TURUNMAA/EDAM 17/ADAM/MAGRE;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
11134;BASILIKA, TUORE;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
11135;BAMBUNVERSO;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
11136;KERMA, VISPIKERMA, KEVYT, RASVAA 25 %;FOOD;IND;100;CREAM;MILKTOT;MILKHF;MILKDTOT
11142;MEHUJÄÄ KESKIARVO;FOOD;IND;100;FBDRINK;FRUITTOT;ICECREAM;MILKDTOT
11144;SALAATINKASTIKE, KOTITEKOINEN, JOGURTTIA;DISH;IND;100;DISH;NONINGR;DRESSING;FATTOT
11145;RASVATON MAITO, VL, D-VITAMIINIA 1 UG;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
11146;JUUSTO, LEIPÄJUUSTO, RASVAA 17-23 %, VL;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
11148;JÄÄTELÖ, KERMAJÄÄTELÖPUIKKO, SUKLAINEN, KESKIARVO;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
